file,job,step_name,matched_keywords,detection_method,full_step_json
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\woesss.JL-Mod.GitHub_Actions.android.yml,build,Path lister action,['emulator'],standard,"{
  ""name"": ""Path lister action"",
  ""uses"": ""Rishabh510/Path-lister-action@1.0"",
  ""id"": ""pl"",
  ""with"": {
    ""path"": ""app/build/outputs/apk/emulator/release"",
    ""type"": "".apk""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\WorldBank-Transport.DRIVER-Android.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\YacGroup.yacguide.GitHub_Actions.ci.yaml,instrumentation-tests,AVD cache,['adb'],standard,"{
  ""name"": ""AVD cache"",
  ""uses"": ""actions/cache@v3"",
  ""id"": ""avd-cache"",
  ""with"": {
    ""path"": ""~/.android/avd/*\n~/.android/adb*\n"",
    ""key"": ""avd-${{ matrix.api-level }}""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\YacGroup.yacguide.GitHub_Actions.ci.yaml,instrumentation-tests,Create AVD and generate snapshot for caching,"['emulator', 'create avd', 'android-emulator']",standard,"{
  ""name"": ""Create AVD and generate snapshot for caching"",
  ""if"": ""steps.avd-cache.outputs.cache-hit != 'true'"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""${{ matrix.arch }}"",
    ""target"": ""${{ matrix.target }}"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": false,
    ""script"": ""echo \""Generated AVD snapshot for caching.\""""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\YacGroup.yacguide.GitHub_Actions.ci.yaml,instrumentation-tests,Run tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Run tests"",
  ""if"": ""${{ !inputs.skip_tests }}"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""${{ matrix.arch }}"",
    ""target"": ""${{ matrix.target }}"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": true,
    ""script"": ""./gradlew connectedCheck""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\yahch.aria2c-android-app.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\Yash-Garg.EdTrack.GitHub_Actions.tests.yml,integration-tests,,['emulator'],standard,"{
  ""uses"": ""malinskiy/action-android/emulator-run-cmd@release/0.1.2"",
  ""with"": {
    ""cmd"": ""flutter test integration_test --dart-define=EDTRACK_USERNAME=${{ secrets.EDTRACK_USERNAME }} --dart-define=EDTRACK_PASSWORD=${{ secrets.EDTRACK_PASSWORD }}"",
    ""api"": 31,
    ""cmdOptions"": ""-no-snapshot-save -noaudio -no-boot-anim -cores 2 -memory 3072 -no-window"",
    ""tag"": ""google_apis"",
    ""abi"": ""x86_64""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\yashovardhan99.HealersDiary.GitHub_Actions.android-releases.yml,instrumented-test,AVD cache,['adb'],standard,"{
  ""name"": ""AVD cache"",
  ""id"": ""avd-cache"",
  ""uses"": ""actions/cache@v2"",
  ""with"": {
    ""path"": ""~/.android/avd/*\n~/.android/adb*\n"",
    ""key"": ""avd-${{ matrix.api_level }}-${{ matrix.target }}""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\yashovardhan99.HealersDiary.GitHub_Actions.android-releases.yml,instrumented-test,create AVD and generate snapshot for caching,"['emulator', 'create avd', 'android-emulator']",standard,"{
  ""name"": ""create AVD and generate snapshot for caching"",
  ""if"": ""steps.avd-cache.outputs.cache-hit != 'true'"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api_level }}"",
    ""target"": ""${{ matrix.target }}"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": false,
    ""script"": ""echo \""Generated AVD snapshot for caching.\""""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\yashovardhan99.HealersDiary.GitHub_Actions.android-releases.yml,instrumented-test,Instrumentation tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Instrumentation tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api_level }}"",
    ""target"": ""${{ matrix.target }}"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": true,
    ""script"": ""./gradlew core:connectedAndroidTest app:connectedAndroidTest -DtestBuildType=release""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\yashovardhan99.HealersDiary.GitHub_Actions.android.yml,instrumented-test,AVD cache,['adb'],standard,"{
  ""name"": ""AVD cache"",
  ""id"": ""avd-cache"",
  ""uses"": ""actions/cache@v2"",
  ""with"": {
    ""path"": ""~/.android/avd/*\n~/.android/adb*\n"",
    ""key"": ""avd-${{ matrix.api_level }}-${{ matrix.target }}""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\yashovardhan99.HealersDiary.GitHub_Actions.android.yml,instrumented-test,create AVD and generate snapshot for caching,"['emulator', 'create avd', 'android-emulator']",standard,"{
  ""name"": ""create AVD and generate snapshot for caching"",
  ""if"": ""steps.avd-cache.outputs.cache-hit != 'true'"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api_level }}"",
    ""target"": ""${{ matrix.target }}"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": false,
    ""script"": ""echo \""Generated AVD snapshot for caching.\""""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\yashovardhan99.HealersDiary.GitHub_Actions.android.yml,instrumented-test,Instrumentation tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Instrumentation tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api_level }}"",
    ""target"": ""${{ matrix.target }}"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": true,
    ""script"": ""./gradlew core:connectedDebugAndroidTest app:connectedDebugAndroidTest""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\yuriykulikov.AlarmClock.GitHub_Actions.gradle.yml,build-develop,Espresso tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Espresso tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 22,
    ""script"": ""./gradlew connectedDevelopDebugAndroidTest""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\zenorogue.hyperrogue.GitHub_Actions.gh_ci_android.yml,android_test,Create a helper wait script,['adb'],standard,"{
  ""name"": ""Create a helper wait script"",
  ""run"": ""cat > wait-for-load.sh << ENDOFSCRIPT\n#!/bin/sh\nwhile ! adb logcat -d \""HyperRogue:V\"" \""*:S\"" | grep \""Game initialized\""\ndo\n  sleep 2\ndone\nENDOFSCRIPT\nchmod u+x wait-for-load.sh\n""
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\zenorogue.hyperrogue.GitHub_Actions.gh_ci_android.yml,android_test,Run in emulator,"['emulator', 'adb', 'android-emulator', 'wait-for-device']",standard,"{
  ""name"": ""Run in emulator"",
  ""uses"": ""ReactiveCircus/android-emulator-runner@v2.11.1"",
  ""with"": {
    ""api-level"": 28,
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -no-snapshot -no-snapstorage -noaudio -no-boot-anim -skin 1440x2560"",
    ""script"": ""adb wait-for-device\nadb install -t app-debug.apk\nadb shell am start -W -n com.roguetemple.hyperroid/com.roguetemple.hyperroid.HyperRogue\n./wait-for-load.sh\nadb shell input keyevent 41 # send \""M\"" keypress to display main menu\nadb shell screencap /sdcard/hyperroid.png\nadb pull /sdcard/hyperroid.png\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\zoff99.ToxAndroidRefImpl.GitHub_Actions.release.yml,android-test,android test,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""android test"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 29,
    ""ndk"": ""20.1.5948944"",
    ""emulator-options"": ""-gpu swiftshader_indirect -no-snapshot -noaudio -no-boot-anim"",
    ""script"": ""rm -f /Users/runner/work/ToxAndroidRefImpl/ToxAndroidRefImpl/android-refimpl-app/app/witness.gradle\nprintf 'dependencyVerification {\\nverify = [\\n]\\n}\\n' > /Users/runner/work/ToxAndroidRefImpl/ToxAndroidRefImpl/android-refimpl-app/app/witness.gradle\ncd android-refimpl-app ; ./gradlew assemble\ncliclick -m verbose m:12,34\nscreencapture -T 42 -x -t png /Users/runner/screen01.png &\nscreencapture -T 43 -x -t png /Users/runner/screen02.png &\nscreencapture -T 43 -x -t png /Users/runner/screen03.png &\nscreencapture -T 44 -x -t png /Users/runner/screen04.png &\nscreencapture -T 45 -x -t png /Users/runner/screen05.png &\nscreencapture -T 46 -x -t png /Users/runner/screen06.png &\nscreencapture -T 50 -x -t png /Users/runner/screen07.png &\nscreencapture -T 240 -x -t png /Users/runner/screen08.png &\ncd android-refimpl-app ; ./gradlew connectedAndroidTest || echo \""NOERR\""\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\zoff99.ToxAndroidRefImpl.GitHub_Actions.screenshot_tests.yml,android-screenshot-linux,android screenshot test,"['emulator', 'adb', 'android-emulator']",standard,"{
  ""name"": ""android screenshot test"",
  ""timeout-minutes"": 240,
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 21,
    ""target"": ""default"",
    ""profile"": ""Nexus 6"",
    ""arch"": ""arm64-v8a"",
    ""ndk"": ""21.0.6113669"",
    ""cmake"": ""3.10.2.4988404"",
    ""ram-size"": 1024,
    ""disable-linux-hw-accel"": false,
    ""emulator-options"": ""-no-accel -accel off -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": true,
    ""disable-spellchecker"": true,
    ""disk-size"": ""4096M"",
    ""script"": ""pwd\njava -version\ncd android-refimpl-app ; ./gradlew assemble\nadb logcat -c\nadb logcat > logcat.txt &\ncd android-refimpl-app ; ./gradlew connectedAndroidTest || echo \""NOERR\""\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\zoff99.ToxAndroidRefImpl.GitHub_Actions.tests.yml,android-test_generic,android test,"['emulator', 'adb', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""android test"",
  ""timeout-minutes"": 120,
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 31,
    ""profile"": ""Nexus 6"",
    ""arch"": ""x86_64"",
    ""ndk"": ""21.0.6113669"",
    ""cmake"": ""3.10.2.4988404"",
    ""emulator-options"": ""-gpu swiftshader_indirect -no-snapshot -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": true,
    ""disable-spellchecker"": true,
    ""script"": ""rm -f /Users/runner/work/ToxAndroidRefImpl/ToxAndroidRefImpl/android-refimpl-app/app/witness.gradle\nsed -i -e 's#a.getWindow().addFlags#//a.getWindow().addFlagsXXYY#' /Users/runner/work/ToxAndroidRefImpl/ToxAndroidRefImpl/android-refimpl-app/app/src/main/java/com/zoffcc/applications/trifa/CallingActivity.java\necho 'org.gradle.java.home=/Users/runner/hostedtoolcache/Java_Adopt_jdk/11.0.19-7/x64/Contents/Home' >> /Users/runner/work/ToxAndroidRefImpl/ToxAndroidRefImpl/android-refimpl-app/gradle.properties\nprintf 'dependencyVerification {\\nverify = [\\n]\\n}\\n' > /Users/runner/work/ToxAndroidRefImpl/ToxAndroidRefImpl/android-refimpl-app/app/witness.gradle\nexport JAVA_HOME=$(/usr/libexec/java_home -v11)\nexport PATH=\""/Users/runner/hostedtoolcache/Java_Adopt_jdk/11.0.19-7/x64/Contents/Home/bin:$PATH\""\njava -version\ncd android-refimpl-app ; ./gradlew assemble\ncliclick -m verbose m:12,34\nscreencapture -T 42 -x -t png /Users/runner/screen01.png &\nscreencapture -T 43 -x -t png /Users/runner/screen02.png &\nscreencapture -T 43 -x -t png /Users/runner/screen03.png &\nscreencapture -T 44 -x -t png /Users/runner/screen04.png &\nscreencapture -T 45 -x -t png /Users/runner/screen05.png &\nscreencapture -T 46 -x -t png /Users/runner/screen06.png &\nscreencapture -T 50 -x -t png /Users/runner/screen07.png &\nscreencapture -T 51 -x -t png /Users/runner/screen08.png &\nscreencapture -T 52 -x -t png /Users/runner/screen09.png &\nscreencapture -T 53 -x -t png /Users/runner/screen10.png &\nscreencapture -T 60 -x -t png /Users/runner/screen11.png &\nscreencapture -T 61 -x -t png /Users/runner/screen12.png &\nscreencapture -T 62 -x -t png /Users/runner/screen13.png &\nscreencapture -T 63 -x -t png /Users/runner/screen14.png &\nscreencapture -T 64 -x -t png /Users/runner/screen15.png &\nscreencapture -T 65 -x -t png /Users/runner/screen16.png &\nscreencapture -T 66 -x -t png /Users/runner/screen17.png &\nscreencapture -T 67 -x -t png /Users/runner/screen18.png &\nscreencapture -T 68 -x -t png /Users/runner/screen19.png &\nscreencapture -T 69 -x -t png /Users/runner/screen20.png &\nscreencapture -T 240 -x -t png /Users/runner/screen98.png &\nscreencapture -T 300 -x -t png /Users/runner/screen99.png &\nadb logcat -c || echo \""NOERR\""\nadb logcat > /Users/runner/work/ToxAndroidRefImpl/ToxAndroidRefImpl/android-refimpl-app/logcat.txt &\necho 'sleep 100' > /Users/runner/a.sh\necho 'adb shell \""screencap -p /storage/emulated/0/screen0.png\""' >> /Users/runner/a.sh\necho 'adb pull \""/storage/emulated/0/screen0.png\"" /Users/runner/screen_adb_00.png' >> /Users/runner/a.sh\necho 'sleep 40' >> /Users/runner/a.sh\necho 'adb shell \""screencap -p /storage/emulated/0/screen1.png\""' >> /Users/runner/a.sh\necho 'adb pull \""/storage/emulated/0/screen1.png\"" /Users/runner/screen_adb_01.png' >> /Users/runner/a.sh\necho 'sleep 10' >> /Users/runner/a.sh\necho 'adb shell \""screencap -p /storage/emulated/0/screen2.png\""' >> /Users/runner/a.sh\necho 'adb pull \""/storage/emulated/0/screen2.png\"" /Users/runner/screen_adb_02.png' >> /Users/runner/a.sh\necho 'sleep 10' >> /Users/runner/a.sh\necho 'adb shell \""screencap -p /storage/emulated/0/screen3.png\""' >> /Users/runner/a.sh\necho 'adb pull \""/storage/emulated/0/screen3.png\"" /Users/runner/screen_adb_03.png' >> /Users/runner/a.sh\necho 'sleep 10' >> /Users/runner/a.sh\necho 'adb shell \""screencap -p /storage/emulated/0/screen4.png\""' >> /Users/runner/a.sh\necho 'adb pull \""/storage/emulated/0/screen4.png\"" /Users/runner/screen_adb_04.png' >> /Users/runner/a.sh\ncat /Users/runner/a.sh\nls -al /Users/runner/a.sh\nchmod u+rx /Users/runner/a.sh\nbash /Users/runner/a.sh &\ncd android-refimpl-app ; ./gradlew app:connectedAndroidTest -Pandroid.testInstrumentationRunnerArguments.class=com.zoffcc.applications.trifa.StartMainActivityWrapperTest || echo \""NOERR\""\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\zoff99.ToxAndroidRefImpl.GitHub_Actions.tests.yml,android-test_generic,Rename artifact for nightly upload,['adb'],standard,"{
  ""name"": ""Rename artifact for nightly upload"",
  ""if"": ""github.event_name == 'push' && github.ref == 'refs/heads/zoff99/dev003'"",
  ""run"": ""pwd\ncp -av /Users/runner/screen_adb_02.png screen_shot_android.png\n""
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\zoff99.ToxAndroidRefImpl.GitHub_Actions.tests_export_import.yml,android-test_export_import,android test,"['emulator', 'adb', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""android test"",
  ""timeout-minutes"": 120,
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 31,
    ""profile"": ""Nexus 6"",
    ""arch"": ""x86_64"",
    ""ndk"": ""21.0.6113669"",
    ""cmake"": ""3.10.2.4988404"",
    ""emulator-options"": ""-gpu swiftshader_indirect -no-snapshot -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": true,
    ""disable-spellchecker"": true,
    ""script"": ""rm -f /Users/runner/work/ToxAndroidRefImpl/ToxAndroidRefImpl/android-refimpl-app/app/witness.gradle\nsed -i -e 's#a.getWindow().addFlags#//a.getWindow().addFlagsXXYY#' /Users/runner/work/ToxAndroidRefImpl/ToxAndroidRefImpl/android-refimpl-app/app/src/main/java/com/zoffcc/applications/trifa/CallingActivity.java\necho 'org.gradle.java.home=/Users/runner/hostedtoolcache/Java_Adopt_jdk/11.0.18-10/x64/Contents/Home' >> /Users/runner/work/ToxAndroidRefImpl/ToxAndroidRefImpl/android-refimpl-app/gradle.properties\nprintf 'dependencyVerification {\\nverify = [\\n]\\n}\\n' > /Users/runner/work/ToxAndroidRefImpl/ToxAndroidRefImpl/android-refimpl-app/app/witness.gradle\nexport JAVA_HOME=$(/usr/libexec/java_home -v11)\nexport PATH=\""/Users/runner/hostedtoolcache/Java_Adopt_jdk/11.0.18-10/x64/Contents/Home/bin:$PATH\""\njava -version\ncd android-refimpl-app ; ./gradlew assemble\ncliclick -m verbose m:12,34\nscreencapture -T 42 -x -t png /Users/runner/screen01.png &\nscreencapture -T 43 -x -t png /Users/runner/screen02.png &\nscreencapture -T 43 -x -t png /Users/runner/screen03.png &\nscreencapture -T 44 -x -t png /Users/runner/screen04.png &\nscreencapture -T 45 -x -t png /Users/runner/screen05.png &\nscreencapture -T 46 -x -t png /Users/runner/screen06.png &\nscreencapture -T 50 -x -t png /Users/runner/screen07.png &\nscreencapture -T 51 -x -t png /Users/runner/screen08.png &\nscreencapture -T 52 -x -t png /Users/runner/screen09.png &\nscreencapture -T 53 -x -t png /Users/runner/screen10.png &\nscreencapture -T 60 -x -t png /Users/runner/screen11.png &\nscreencapture -T 61 -x -t png /Users/runner/screen12.png &\nscreencapture -T 62 -x -t png /Users/runner/screen13.png &\nscreencapture -T 63 -x -t png /Users/runner/screen14.png &\nscreencapture -T 64 -x -t png /Users/runner/screen15.png &\nscreencapture -T 65 -x -t png /Users/runner/screen16.png &\nscreencapture -T 66 -x -t png /Users/runner/screen17.png &\nscreencapture -T 67 -x -t png /Users/runner/screen18.png &\nscreencapture -T 68 -x -t png /Users/runner/screen19.png &\nscreencapture -T 69 -x -t png /Users/runner/screen20.png &\nscreencapture -T 240 -x -t png /Users/runner/screen98.png &\nscreencapture -T 300 -x -t png /Users/runner/screen99.png &\nadb logcat -c || echo \""NOERR\""\nadb logcat > /Users/runner/work/ToxAndroidRefImpl/ToxAndroidRefImpl/android-refimpl-app/logcat.txt &\necho 'sleep 100' > /Users/runner/a.sh\necho 'adb shell \""screencap -p /storage/emulated/0/screen0.png\""' >> /Users/runner/a.sh\necho 'adb pull \""/storage/emulated/0/screen0.png\"" /Users/runner/screen_adb_00.png' >> /Users/runner/a.sh\necho 'sleep 40' >> /Users/runner/a.sh\necho 'adb shell \""screencap -p /storage/emulated/0/screen1.png\""' >> /Users/runner/a.sh\necho 'adb pull \""/storage/emulated/0/screen1.png\"" /Users/runner/screen_adb_01.png' >> /Users/runner/a.sh\necho 'sleep 10' >> /Users/runner/a.sh\necho 'adb shell \""screencap -p /storage/emulated/0/screen2.png\""' >> /Users/runner/a.sh\necho 'adb pull \""/storage/emulated/0/screen2.png\"" /Users/runner/screen_adb_02.png' >> /Users/runner/a.sh\necho 'sleep 10' >> /Users/runner/a.sh\necho 'adb shell \""screencap -p /storage/emulated/0/screen3.png\""' >> /Users/runner/a.sh\necho 'adb pull \""/storage/emulated/0/screen3.png\"" /Users/runner/screen_adb_03.png' >> /Users/runner/a.sh\necho 'sleep 10' >> /Users/runner/a.sh\necho 'adb shell \""screencap -p /storage/emulated/0/screen4.png\""' >> /Users/runner/a.sh\necho 'adb pull \""/storage/emulated/0/screen4.png\"" /Users/runner/screen_adb_04.png' >> /Users/runner/a.sh\ncat /Users/runner/a.sh\nls -al /Users/runner/a.sh\nchmod u+rx /Users/runner/a.sh\nbash /Users/runner/a.sh &\ncd android-refimpl-app ; ./gradlew app:connectedAndroidTest -Pandroid.testInstrumentationRunnerArguments.class=com.zoffcc.applications.trifa.StartExportImportTest || echo \""NOERR\""\n""
  }
}"
